Kernel,Sigma,Min Accuracy,Max Accuracy,Average Accuracy
uniform_kernel,1.376,0.7915,0.8109,0.8040
uniform_kernel,1.381,0.7915,0.8120,0.8044
uniform_kernel,1.386,0.7915,0.8130,0.8048
uniform_kernel,1.391,0.7915,0.8141,0.8050
uniform_kernel,1.396,0.7904,0.8152,0.8048
uniform_kernel,1.401,0.7894,0.8141,0.8048
uniform_kernel,1.406,0.7894,0.8141,0.8055
uniform_kernel,1.411,0.7894,0.8152,0.8059
uniform_kernel,1.416,0.7904,0.8152,0.8061
uniform_kernel,1.421,0.7904,0.8152,0.8063
uniform_kernel,1.426,0.7894,0.8163,0.8064
uniform_kernel,1.431,0.7904,0.8163,0.8061
uniform_kernel,1.436,0.7915,0.8163,0.8063
uniform_kernel,1.441,0.7915,0.8152,0.8066
uniform_kernel,1.446,0.7915,0.8152,0.8066
uniform_kernel,1.451,0.7915,0.8152,0.8068
uniform_kernel,1.456,0.7915,0.8152,0.8070
uniform_kernel,1.461,0.7915,0.8152,0.8070
uniform_kernel,1.466,0.7915,0.8152,0.8068
uniform_kernel,1.471,0.7915,0.8152,0.8063
uniform_kernel,1.476,0.7915,0.8152,0.8072
uniform_kernel,1.481,0.7915,0.8163,0.8077
uniform_kernel,1.486,0.7915,0.8163,0.8079
uniform_kernel,1.491,0.7915,0.8174,0.8083
uniform_kernel,1.496,0.7915,0.8174,0.8081
uniform_kernel,1.501,0.7915,0.8174,0.8083
uniform_kernel,1.506,0.7926,0.8185,0.8085
uniform_kernel,1.511,0.7926,0.8185,0.8085
uniform_kernel,1.516,0.7926,0.8174,0.8087
uniform_kernel,1.521,0.7926,0.8185,0.8090
uniform_kernel,1.526,0.7926,0.8185,0.8090
uniform_kernel,1.531,0.7926,0.8185,0.8090
uniform_kernel,1.536,0.7926,0.8185,0.8090
uniform_kernel,1.541,0.7937,0.8207,0.8100
uniform_kernel,1.546,0.7948,0.8207,0.8105
uniform_kernel,1.551,0.7948,0.8207,0.8109
uniform_kernel,1.556,0.7959,0.8207,0.8116
uniform_kernel,1.561,0.7959,0.8196,0.8116
uniform_kernel,1.566,0.7959,0.8196,0.8113
uniform_kernel,1.571,0.7959,0.8196,0.8113
uniform_kernel,1.576,0.7948,0.8207,0.8113
uniform_kernel,1.581,0.7970,0.8217,0.8118
uniform_kernel,1.586,0.7970,0.8217,0.8118
uniform_kernel,1.591,0.7980,0.8228,0.8120
uniform_kernel,1.596,0.7980,0.8217,0.8113
uniform_kernel,1.601,0.7980,0.8217,0.8113
uniform_kernel,1.606,0.7980,0.8217,0.8111
uniform_kernel,1.611,0.7980,0.8217,0.8111
uniform_kernel,1.616,0.7980,0.8217,0.8111
uniform_kernel,1.621,0.7980,0.8217,0.8113
uniform_kernel,1.626,0.7980,0.8207,0.8109
uniform_kernel,1.631,0.7980,0.8207,0.8111
uniform_kernel,1.636,0.7991,0.8207,0.8109
uniform_kernel,1.641,0.7991,0.8196,0.8111
uniform_kernel,1.646,0.7991,0.8196,0.8113
uniform_kernel,1.651,0.7991,0.8196,0.8116
uniform_kernel,1.656,0.7991,0.8207,0.8122
uniform_kernel,1.661,0.7980,0.8207,0.8120
uniform_kernel,1.666,0.7991,0.8207,0.8122
uniform_kernel,1.671,0.7991,0.8207,0.8122
uniform_kernel,1.676,0.7980,0.8207,0.8118
uniform_kernel,1.681,0.7980,0.8207,0.8118
uniform_kernel,1.686,0.7980,0.8207,0.8118
uniform_kernel,1.691,0.7980,0.8207,0.8118
uniform_kernel,1.696,0.7980,0.8207,0.8124
uniform_kernel,1.701,0.7991,0.8217,0.8131
uniform_kernel,1.706,0.7991,0.8207,0.8124
uniform_kernel,1.711,0.7991,0.8207,0.8122
uniform_kernel,1.716,0.7980,0.8217,0.8124
uniform_kernel,1.721,0.7991,0.8207,0.8124
uniform_kernel,1.726,0.7991,0.8207,0.8127
uniform_kernel,1.731,0.8002,0.8207,0.8129
uniform_kernel,1.736,0.8002,0.8207,0.8129
uniform_kernel,1.741,0.8013,0.8217,0.8131
uniform_kernel,1.746,0.8013,0.8207,0.8129
uniform_kernel,1.751,0.8013,0.8207,0.8131
uniform_kernel,1.756,0.8013,0.8196,0.8127
uniform_kernel,1.761,0.8013,0.8207,0.8127
uniform_kernel,1.766,0.8013,0.8196,0.8131
uniform_kernel,1.771,0.8013,0.8196,0.8129
uniform_kernel,1.776,0.8013,0.8196,0.8127
uniform_kernel,1.781,0.8024,0.8196,0.8127
uniform_kernel,1.786,0.8024,0.8196,0.8124
uniform_kernel,1.791,0.8035,0.8185,0.8127
uniform_kernel,1.796,0.8035,0.8196,0.8133
uniform_kernel,1.801,0.8035,0.8196,0.8135
uniform_kernel,1.806,0.8035,0.8196,0.8137
uniform_kernel,1.811,0.8035,0.8196,0.8133
uniform_kernel,1.816,0.8046,0.8207,0.8142
uniform_kernel,1.821,0.8046,0.8207,0.8137
uniform_kernel,1.826,0.8046,0.8207,0.8137
uniform_kernel,1.831,0.8046,0.8207,0.8148
uniform_kernel,1.836,0.8056,0.8207,0.8146
uniform_kernel,1.841,0.8067,0.8207,0.8153
uniform_kernel,1.846,0.8067,0.8207,0.8153
uniform_kernel,1.851,0.8056,0.8207,0.8153
uniform_kernel,1.856,0.8056,0.8217,0.8155
uniform_kernel,1.861,0.8067,0.8217,0.8155
uniform_kernel,1.866,0.8067,0.8207,0.8153
uniform_kernel,1.871,0.8067,0.8207,0.8150
uniform_kernel,1.876,0.8056,0.8207,0.8153
uniform_kernel,1.881,0.8056,0.8217,0.8155
uniform_kernel,1.886,0.8056,0.8207,0.8155
uniform_kernel,1.891,0.8056,0.8217,0.8163
uniform_kernel,1.896,0.8046,0.8217,0.8159
uniform_kernel,1.901,0.8046,0.8217,0.8163
uniform_kernel,1.906,0.8046,0.8228,0.8168
uniform_kernel,1.911,0.8046,0.8228,0.8168
uniform_kernel,1.916,0.8056,0.8217,0.8166
uniform_kernel,1.921,0.8056,0.8217,0.8166
uniform_kernel,1.926,0.8046,0.8217,0.8166
uniform_kernel,1.931,0.8046,0.8217,0.8166
uniform_kernel,1.936,0.8035,0.8239,0.8170
uniform_kernel,1.941,0.8035,0.8239,0.8170
uniform_kernel,1.946,0.8035,0.8239,0.8170
uniform_kernel,1.951,0.8046,0.8239,0.8168
uniform_kernel,1.956,0.8046,0.8228,0.8161
uniform_kernel,1.961,0.8046,0.8228,0.8161
uniform_kernel,1.966,0.8046,0.8228,0.8166
uniform_kernel,1.971,0.8046,0.8228,0.8166
uniform_kernel,1.976,0.8046,0.8228,0.8163
uniform_kernel,1.981,0.8035,0.8217,0.8157
uniform_kernel,1.986,0.8046,0.8217,0.8161
uniform_kernel,1.991,0.8046,0.8207,0.8159
uniform_kernel,1.996,0.8046,0.8207,0.8161
uniform_kernel,2.001,0.8046,0.8207,0.8163
